season,event_slug,corps_key,corps_name,caption_key,caption_name,category,score,rank
2013,2013-legends-drum-corps-open,001j000000iwxacaa1,Spartans,CG,Color Guard,Visual,15.4,4
2013,2013-legends-drum-corps-open,001j000000iwxacaa1,Spartans,MB,Music - Brass,Music,16.2,4
2013,2013-legends-drum-corps-open,001j000000iwxacaa1,Spartans,MA,Music - Analysis,Music,14.5,5
2013,2013-legends-drum-corps-open,001j000000iwxacaa1,Spartans,MP,Music - Percussion,Music,16.1,4
2013,2013-legends-drum-corps-open,001j000000iwxakaa1,Vanguard Cadets,GE1,General Effect 1,GE,16,4
2013,2013-legends-drum-corps-open,001j000000iwxakaa1,Vanguard Cadets,GE2,General Effect 2,GE,16.7,2
2013,2013-legends-drum-corps-open,001j000000iwxakaa1,Vanguard Cadets,VP,Visual Proficiency,Visual,17.4,1
2013,2013-legends-drum-corps-open,001j000000iwxakaa1,Vanguard Cadets,VA,Visual Analysis,Visual,17.2,1
2013,2013-legends-drum-corps-open,001j000000iwxakaa1,Vanguard Cadets,CG,Color Guard,Visual,16.6,1
2013,2013-legends-drum-corps-open,001j000000iwxakaa1,Vanguard Cadets,MB,Music - Brass,Music,17,1
2013,2013-legends-drum-corps-open,001j000000iwxakaa1,Vanguard Cadets,MA,Music - Analysis,Music,16.4,2
2013,2013-legends-drum-corps-open,001j000000iwxakaa1,Vanguard Cadets,MP,Music - Percussion,Music,16.6,3
2013,2013-legends-drum-corps-open,racine-scouts,Racine Scouts,GE1,General Effect 1,GE,11,8
2013,2013-legends-drum-corps-open,racine-scouts,Racine Scouts,GE2,General Effect 2,GE,11.8,8
2013,2013-legends-drum-corps-open,racine-scouts,Racine Scouts,VP,Visual Proficiency,Visual,12.6,8
2013,2013-legends-drum-corps-open,racine-scouts,Racine Scouts,VA,Visual Analysis,Visual,11.8,8
2013,2013-legends-drum-corps-open,racine-scouts,Racine Scouts,CG,Color Guard,Visual,12.3,8
2013,2013-legends-drum-corps-open,racine-scouts,Racine Scouts,MB,Music - Brass,Music,12.1,8
2013,2013-legends-drum-corps-open,racine-scouts,Racine Scouts,MA,Music - Analysis,Music,11.3,8
2013,2013-legends-drum-corps-open,racine-scouts,Racine Scouts,MP,Music - Percussion,Music,12.5,8
2013,2013-loudest-show-on-earth,001j000000i6jmbaaf,Blue Devils B,GE1,General Effect 1,GE,14.7,1
2013,2013-loudest-show-on-earth,001j000000i6jmbaaf,Blue Devils B,GE2,General Effect 2,GE,15.5,1
2013,2013-loudest-show-on-earth,001j000000i6jmbaaf,Blue Devils B,VP,Visual Proficiency,Visual,14.8,1
2013,2013-loudest-show-on-earth,001j000000i6jmbaaf,Blue Devils B,VA,Visual Analysis,Visual,15.6,1
2013,2013-loudest-show-on-earth,001j000000i6jmbaaf,Blue Devils B,CG,Color Guard,Visual,14.5,2
2013,2013-loudest-show-on-earth,001j000000i6jmbaaf,Blue Devils B,MB,Music - Brass,Music,15.6,2
2013,2013-loudest-show-on-earth,001j000000i6jmbaaf,Blue Devils B,MA,Music - Analysis,Music,15.4,1
2013,2013-loudest-show-on-earth,001j000000i6jmbaaf,Blue Devils B,MP,Music - Percussion,Music,15.5,1
2013,2013-loudest-show-on-earth,001j000000i6kalaa3,Blue Devils C,GE1,General Effect 1,GE,11.3,5
2013,2013-loudest-show-on-earth,001j000000i6kalaa3,Blue Devils C,GE2,General Effect 2,GE,11.8,5
2013,2013-loudest-show-on-earth,001j000000i6kalaa3,Blue Devils C,VP,Visual Proficiency,Visual,11.2,5
2013,2013-loudest-show-on-earth,001j000000i6kalaa3,Blue Devils C,VA,Visual Analysis,Visual,11.6,5
2013,2013-loudest-show-on-earth,001j000000i6kalaa3,Blue Devils C,CG,Color Guard,Visual,11.4,5
2013,2013-loudest-show-on-earth,001j000000i6kalaa3,Blue Devils C,MB,Music - Brass,Music,11,5
2013,2013-loudest-show-on-earth,001j000000i6kalaa3,Blue Devils C,MA,Music - Analysis,Music,11,5
2013,2013-loudest-show-on-earth,001j000000i6kalaa3,Blue Devils C,MP,Music - Percussion,Music,10.6,5
2013,2013-loudest-show-on-earth,001j000000iwx9uaad,Impulse,GE1,General Effect 1,GE,13.1,3
2013,2013-loudest-show-on-earth,001j000000iwx9uaad,Impulse,GE2,General Effect 2,GE,13.4,3
2013,2013-loudest-show-on-earth,001j000000iwx9uaad,Impulse,VP,Visual Proficiency,Visual,14.1,3
2013,2013-loudest-show-on-earth,001j000000iwx9uaad,Impulse,VA,Visual Analysis,Visual,14,3
2013,2013-loudest-show-on-earth,001j000000iwx9uaad,Impulse,CG,Color Guard,Visual,13.5,3
2013,2013-loudest-show-on-earth,001j000000iwx9uaad,Impulse,MB,Music - Brass,Music,14.1,3
2013,2013-loudest-show-on-earth,001j000000iwx9uaad,Impulse,MA,Music - Analysis,Music,13.1,3
2013,2013-loudest-show-on-earth,001j000000iwx9uaad,Impulse,MP,Music - Percussion,Music,14.2,3
2013,2013-loudest-show-on-earth,001j000000iwxa3aal,Mandarins,GE1,General Effect 1,GE,13.9,1
2013,2013-loudest-show-on-earth,001j000000iwxa3aal,Mandarins,GE2,General Effect 2,GE,15,1
2013,2013-loudest-show-on-earth,001j000000iwxa3aal,Mandarins,VP,Visual Proficiency,Visual,14,1
2013,2013-loudest-show-on-earth,001j000000iwxa3aal,Mandarins,VA,Visual Analysis,Visual,13.3,1
2013,2013-loudest-show-on-earth,001j000000iwxa3aal,Mandarins,CG,Color Guard,Visual,14.6,1
2013,2013-loudest-show-on-earth,001j000000iwxa3aal,Mandarins,MB,Music - Brass,Music,14,1
2013,2013-loudest-show-on-earth,001j000000iwxa3aal,Mandarins,MA,Music - Analysis,Music,14.2,1
2013,2013-loudest-show-on-earth,001j000000iwxa3aal,Mandarins,MP,Music - Percussion,Music,15,1
2013,2013-loudest-show-on-earth,001j000000iwxakaa1,Vanguard Cadets,GE1,General Effect 1,GE,14.6,2
2013,2013-loudest-show-on-earth,001j000000iwxakaa1,Vanguard Cadets,GE2,General Effect 2,GE,15.3,2
2013,2013-loudest-show-on-earth,001j000000iwxakaa1,Vanguard Cadets,VP,Visual Proficiency,Visual,14.5,2
2013,2013-loudest-show-on-earth,001j000000iwxakaa1,Vanguard Cadets,VA,Visual Analysis,Visual,15.4,2
2013,2013-loudest-show-on-earth,001j000000iwxakaa1,Vanguard Cadets,CG,Color Guard,Visual,14.8,1
2013,2013-loudest-show-on-earth,001j000000iwxakaa1,Vanguard Cadets,MB,Music - Brass,Music,15.8,1
2013,2013-loudest-show-on-earth,001j000000iwxakaa1,Vanguard Cadets,MA,Music - Analysis,Music,14.8,2
2013,2013-loudest-show-on-earth,001j000000iwxakaa1,Vanguard Cadets,MP,Music - Percussion,Music,14.9,2
2013,2013-loudest-show-on-earth,city-sound,City Sound,GE1,General Effect 1,GE,12.8,4
2013,2013-loudest-show-on-earth,city-sound,City Sound,GE2,General Effect 2,GE,12.4,4
2013,2013-loudest-show-on-earth,city-sound,City Sound,VP,Visual Proficiency,Visual,11.6,4
2013,2013-loudest-show-on-earth,city-sound,City Sound,VA,Visual Analysis,Visual,12.6,4
2013,2013-loudest-show-on-earth,city-sound,City Sound,CG,Color Guard,Visual,12.1,4
2013,2013-loudest-show-on-earth,city-sound,City Sound,MB,Music - Brass,Music,12.5,4
2013,2013-loudest-show-on-earth,city-sound,City Sound,MA,Music - Analysis,Music,11.7,4
2013,2013-loudest-show-on-earth,city-sound,City Sound,MP,Music - Percussion,Music,12,4
2013,2013-midcal-champions-showcase,001j000000h3xwcaav,Santa Clara Vanguard,GE1,General Effect 1,GE,13.8,3
2013,2013-midcal-champions-showcase,001j000000h3xwcaav,Santa Clara Vanguard,GE2,General Effect 2,GE,14.9,3
2013,2013-midcal-champions-showcase,001j000000h3xwcaav,Santa Clara Vanguard,VP,Visual Proficiency,Visual,13.7,3
2013,2013-midcal-champions-showcase,001j000000h3xwcaav,Santa Clara Vanguard,VA,Visual Analysis,Visual,14.7,2
2013,2013-midcal-champions-showcase,001j000000h3xwcaav,Santa Clara Vanguard,CG,Color Guard,Visual,13.6,3
2013,2013-midcal-champions-showcase,001j000000h3xwcaav,Santa Clara Vanguard,MB,Music - Brass,Music,14,3
2013,2013-midcal-champions-showcase,001j000000h3xwcaav,Santa Clara Vanguard,MA,Music - Analysis,Music,14.1,3
2013,2013-midcal-champions-showcase,001j000000h3xwcaav,Santa Clara Vanguard,MP,Music - Percussion,Music,14.8,1
2013,2013-midcal-champions-showcase,001j000000i6i9saav,Blue Devils,GE1,General Effect 1,GE,14.9,2
2013,2013-midcal-champions-showcase,001j000000i6i9saav,Blue Devils,GE2,General Effect 2,GE,15.3,2
2013,2013-midcal-champions-showcase,001j000000i6i9saav,Blue Devils,VP,Visual Proficiency,Visual,14.4,1
2013,2013-midcal-champions-showcase,001j000000i6i9saav,Blue Devils,VA,Visual Analysis,Visual,14.5,3
2013,2013-midcal-champions-showcase,001j000000i6i9saav,Blue Devils,CG,Color Guard,Visual,14.7,1
2013,2013-midcal-champions-showcase,001j000000i6i9saav,Blue Devils,MB,Music - Brass,Music,15.1,1
2013,2013-midcal-champions-showcase,001j000000i6i9saav,Blue Devils,MA,Music - Analysis,Music,15,1
2013,2013-midcal-champions-showcase,001j000000i6i9saav,Blue Devils,MP,Music - Percussion,Music,14.6,2
2013,2013-midcal-champions-showcase,001j000000i6jmbaaf,Blue Devils B,GE1,General Effect 1,GE,10.5,2
2013,2013-midcal-champions-showcase,001j000000i6jmbaaf,Blue Devils B,GE2,General Effect 2,GE,12.7,1
2013,2013-midcal-champions-showcase,001j000000i6jmbaaf,Blue Devils B,VP,Visual Proficiency,Visual,13.3,1
2013,2013-midcal-champions-showcase,001j000000i6jmbaaf,Blue Devils B,VA,Visual Analysis,Visual,10.6,2
2013,2013-midcal-champions-showcase,001j000000i6jmbaaf,Blue Devils B,CG,Color Guard,Visual,10.8,2
2013,2013-midcal-champions-showcase,001j000000i6jmbaaf,Blue Devils B,MB,Music - Brass,Music,13.3,1
2013,2013-midcal-champions-showcase,001j000000i6jmbaaf,Blue Devils B,MA,Music - Analysis,Music,13.7,1
2013,2013-midcal-champions-showcase,001j000000i6jmbaaf,Blue Devils B,MP,Music - Percussion,Music,13,1
2013,2013-midcal-champions-showcase,001j000000i6kalaa3,Blue Devils C,GE1,General Effect 1,GE,8.8,3
2013,2013-midcal-champions-showcase,001j000000i6kalaa3,Blue Devils C,GE2,General Effect 2,GE,9.2,3
2013,2013-midcal-champions-showcase,001j000000i6kalaa3,Blue Devils C,VP,Visual Proficiency,Visual,10,3
2013,2013-midcal-champions-showcase,001j000000i6kalaa3,Blue Devils C,VA,Visual Analysis,Visual,8.3,3
2013,2013-midcal-champions-showcase,001j000000i6kalaa3,Blue Devils C,CG,Color Guard,Visual,8.3,3
2013,2013-midcal-champions-showcase,001j000000i6kalaa3,Blue Devils C,MB,Music - Brass,Music,10.1,3
2013,2013-midcal-champions-showcase,001j000000i6kalaa3,Blue Devils C,MA,Music - Analysis,Music,10.8,3
2013,2013-midcal-champions-showcase,001j000000i6kalaa3,Blue Devils C,MP,Music - Percussion,Music,9.1,3
2013,2013-midcal-champions-showcase,001j000000iwwsoaal,Blue Knights,GE1,General Effect 1,GE,13.4,4
2013,2013-midcal-champions-showcase,001j000000iwwsoaal,Blue Knights,GE2,General Effect 2,GE,14.3,4
2013,2013-midcal-champions-showcase,001j000000iwwsoaal,Blue Knights,VP,Visual Proficiency,Visual,12.7,4
2013,2013-midcal-champions-showcase,001j000000iwwsoaal,Blue Knights,VA,Visual Analysis,Visual,13,4
2013,2013-midcal-champions-showcase,001j000000iwwsoaal,Blue Knights,CG,Color Guard,Visual,12.9,4
2013,2013-midcal-champions-showcase,001j000000iwwsoaal,Blue Knights,MB,Music - Brass,Music,13,4
2013,2013-midcal-champions-showcase,001j000000iwwsoaal,Blue Knights,MA,Music - Analysis,Music,13.6,4
2013,2013-midcal-champions-showcase,001j000000iwwsoaal,Blue Knights,MP,Music - Percussion,Music,13.4,4
2013,2013-midcal-champions-showcase,001j000000iwx91aad,Carolina Crown,GE1,General Effect 1,GE,15.2,1
2013,2013-midcal-champions-showcase,001j000000iwx91aad,Carolina Crown,GE2,General Effect 2,GE,15.6,1
2013,2013-midcal-champions-showcase,001j000000iwx91aad,Carolina Crown,VP,Visual Proficiency,Visual,14.2,2
2013,2013-midcal-champions-showcase,001j000000iwx91aad,Carolina Crown,VA,Visual Analysis,Visual,15,1
2013,2013-midcal-champions-showcase,001j000000iwx91aad,Carolina Crown,CG,Color Guard,Visual,14.5,2
2013,2013-midcal-champions-showcase,001j000000iwx91aad,Carolina Crown,MB,Music - Brass,Music,14.8,2
2013,2013-midcal-champions-showcase,001j000000iwx91aad,Carolina Crown,MA,Music - Analysis,Music,14.8,2
2013,2013-midcal-champions-showcase,001j000000iwx91aad,Carolina Crown,MP,Music - Percussion,Music,14.1,3
2013,2013-midcal-champions-showcase,001j000000iwxa3aal,Mandarins,GE1,General Effect 1,GE,11.1,6
2013,2013-midcal-champions-showcase,001j000000iwxa3aal,Mandarins,GE2,General Effect 2,GE,13.5,5
2013,2013-midcal-champions-showcase,001j000000iwxa3aal,Mandarins,VP,Visual Proficiency,Visual,10.9,6
2013,2013-midcal-champions-showcase,001j000000iwxa3aal,Mandarins,VA,Visual Analysis,Visual,11,6
2013,2013-midcal-champions-showcase,001j000000iwxa3aal,Mandarins,CG,Color Guard,Visual,10.5,6
2013,2013-midcal-champions-showcase,001j000000iwxa3aal,Mandarins,MB,Music - Brass,Music,10.7,6
2013,2013-midcal-champions-showcase,001j000000iwxa3aal,Mandarins,MA,Music - Analysis,Music,12.2,6
2013,2013-midcal-champions-showcase,001j000000iwxa3aal,Mandarins,MP,Music - Percussion,Music,11.6,6
2013,2013-midcal-champions-showcase,001j000000iwxa7aal,Pacific Crest,GE1,General Effect 1,GE,11.8,5
2013,2013-midcal-champions-showcase,001j000000iwxa7aal,Pacific Crest,GE2,General Effect 2,GE,13.2,6
2013,2013-midcal-champions-showcase,001j000000iwxa7aal,Pacific Crest,VP,Visual Proficiency,Visual,11.1,5
2013,2013-midcal-champions-showcase,001j000000iwxa7aal,Pacific Crest,VA,Visual Analysis,Visual,12,5
2013,2013-midcal-champions-showcase,001j000000iwxa7aal,Pacific Crest,CG,Color Guard,Visual,11.6,5
2013,2013-midcal-champions-showcase,001j000000iwxa7aal,Pacific Crest,MB,Music - Brass,Music,11.8,5
2013,2013-midcal-champions-showcase,001j000000iwxa7aal,Pacific Crest,MA,Music - Analysis,Music,12.7,5
2013,2013-midcal-champions-showcase,001j000000iwxa7aal,Pacific Crest,MP,Music - Percussion,Music,12.3,5
2013,2013-midcal-champions-showcase,001j000000iwxakaa1,Vanguard Cadets,GE1,General Effect 1,GE,10.8,1
2013,2013-midcal-champions-showcase,001j000000iwxakaa1,Vanguard Cadets,GE2,General Effect 2,GE,12.2,2
2013,2013-midcal-champions-showcase,001j000000iwxakaa1,Vanguard Cadets,VP,Visual Proficiency,Visual,13,2
2013,2013-midcal-champions-showcase,001j000000iwxakaa1,Vanguard Cadets,VA,Visual Analysis,Visual,11.2,1
2013,2013-midcal-champions-showcase,001j000000iwxakaa1,Vanguard Cadets,CG,Color Guard,Visual,11.3,1
2013,2013-midcal-champions-showcase,001j000000iwxakaa1,Vanguard Cadets,MB,Music - Brass,Music,13,2
2013,2013-midcal-champions-showcase,001j000000iwxakaa1,Vanguard Cadets,MA,Music - Analysis,Music,13.2,2
2013,2013-midcal-champions-showcase,001j000000iwxakaa1,Vanguard Cadets,MP,Music - Percussion,Music,12.8,2
2013,2013-mississippi-sound-spectacular,001j000000i6kfgaan,The Cadets,GE1,General Effect 1,GE,18.1,2
2013,2013-mississippi-sound-spectacular,001j000000i6kfgaan,The Cadets,GE2,General Effect 2,GE,18.1,1
2013,2013-mississippi-sound-spectacular,001j000000i6kfgaan,The Cadets,VP,Visual Proficiency,Visual,18.5,1
2013,2013-mississippi-sound-spectacular,001j000000i6kfgaan,The Cadets,VA,Visual Analysis,Visual,18.3,1
2013,2013-mississippi-sound-spectacular,001j000000i6kfgaan,The Cadets,CG,Color Guard,Visual,17.5,2
2013,2013-mississippi-sound-spectacular,001j000000i6kfgaan,The Cadets,MB,Music - Brass,Music,18.4,2
2013,2013-mississippi-sound-spectacular,001j000000i6kfgaan,The Cadets,MA,Music - Analysis,Music,18.2,2
2013,2013-mississippi-sound-spectacular,001j000000i6kfgaan,The Cadets,MP,Music - Percussion,Music,18.1,1
2013,2013-mississippi-sound-spectacular,001j000000i6lenaa3,Madison Scouts,GE1,General Effect 1,GE,16.8,3
2013,2013-mississippi-sound-spectacular,001j000000i6lenaa3,Madison Scouts,GE2,General Effect 2,GE,17,3
2013,2013-mississippi-sound-spectacular,001j000000i6lenaa3,Madison Scouts,VP,Visual Proficiency,Visual,17.4,3
2013,2013-mississippi-sound-spectacular,001j000000i6lenaa3,Madison Scouts,VA,Visual Analysis,Visual,16.9,3
2013,2013-mississippi-sound-spectacular,001j000000i6lenaa3,Madison Scouts,CG,Color Guard,Visual,16.4,3
2013,2013-mississippi-sound-spectacular,001j000000i6lenaa3,Madison Scouts,MB,Music - Brass,Music,17,3
2013,2013-mississippi-sound-spectacular,001j000000i6lenaa3,Madison Scouts,MA,Music - Analysis,Music,17,3
2013,2013-mississippi-sound-spectacular,001j000000i6lenaa3,Madison Scouts,MP,Music - Percussion,Music,17.2,3
2013,2013-mississippi-sound-spectacular,001j000000iwwsqaal,Blue Stars,GE1,General Effect 1,GE,15.1,6
2013,2013-mississippi-sound-spectacular,001j000000iwwsqaal,Blue Stars,GE2,General Effect 2,GE,15.9,5
2013,2013-mississippi-sound-spectacular,001j000000iwwsqaal,Blue Stars,VP,Visual Proficiency,Visual,15.8,6
2013,2013-mississippi-sound-spectacular,001j000000iwwsqaal,Blue Stars,VA,Visual Analysis,Visual,15.5,6
2013,2013-mississippi-sound-spectacular,001j000000iwwsqaal,Blue Stars,CG,Color Guard,Visual,15.9,4
2013,2013-mississippi-sound-spectacular,001j000000iwwsqaal,Blue Stars,MB,Music - Brass,Music,16,5
2013,2013-mississippi-sound-spectacular,001j000000iwwsqaal,Blue Stars,MA,Music - Analysis,Music,16.5,4
2013,2013-mississippi-sound-spectacular,001j000000iwwsqaal,Blue Stars,MP,Music - Percussion,Music,17.1,4
2013,2013-mississippi-sound-spectacular,001j000000iwx91aad,Carolina Crown,GE1,General Effect 1,GE,18.2,1
2013,2013-mississippi-sound-spectacular,001j000000iwx91aad,Carolina Crown,GE2,General Effect 2,GE,18,2
2013,2013-mississippi-sound-spectacular,001j000000iwx91aad,Carolina Crown,VP,Visual Proficiency,Visual,18.2,2
2013,2013-mississippi-sound-spectacular,001j000000iwx91aad,Carolina Crown,VA,Visual Analysis,Visual,18.2,2
2013,2013-mississippi-sound-spectacular,001j000000iwx91aad,Carolina Crown,CG,Color Guard,Visual,17.8,1
2013,2013-mississippi-sound-spectacular,001j000000iwx91aad,Carolina Crown,MB,Music - Brass,Music,18.6,1
2013,2013-mississippi-sound-spectacular,001j000000iwx91aad,Carolina Crown,MA,Music - Analysis,Music,18.4,1
2013,2013-mississippi-sound-spectacular,001j000000iwx91aad,Carolina Crown,MP,Music - Percussion,Music,17.3,2
2013,2013-mississippi-sound-spectacular,001j000000iwx98aad,Colts,GE1,General Effect 1,GE,14.8,7
2013,2013-mississippi-sound-spectacular,001j000000iwx98aad,Colts,GE2,General Effect 2,GE,15.2,7
2013,2013-mississippi-sound-spectacular,001j000000iwx98aad,Colts,VP,Visual Proficiency,Visual,16,5
2013,2013-mississippi-sound-spectacular,001j000000iwx98aad,Colts,VA,Visual Analysis,Visual,16.1,4
2013,2013-mississippi-sound-spectacular,001j000000iwx98aad,Colts,CG,Color Guard,Visual,15.2,6
2013,2013-mississippi-sound-spectacular,001j000000iwx98aad,Colts,MB,Music - Brass,Music,15.4,7
2013,2013-mississippi-sound-spectacular,001j000000iwx98aad,Colts,MA,Music - Analysis,Music,15.1,7
2013,2013-mississippi-sound-spectacular,001j000000iwx98aad,Colts,MP,Music - Percussion,Music,15.4,7
2013,2013-mississippi-sound-spectacular,001j000000iwxa8aal,Pioneer,GE1,General Effect 1,GE,12.9,8
2013,2013-mississippi-sound-spectacular,001j000000iwxa8aal,Pioneer,GE2,General Effect 2,GE,12.7,8
2013,2013-mississippi-sound-spectacular,001j000000iwxa8aal,Pioneer,VP,Visual Proficiency,Visual,13.3,8
2013,2013-mississippi-sound-spectacular,001j000000iwxa8aal,Pioneer,VA,Visual Analysis,Visual,13.8,8
2013,2013-mississippi-sound-spectacular,001j000000iwxa8aal,Pioneer,CG,Color Guard,Visual,13.2,8
2013,2013-mississippi-sound-spectacular,001j000000iwxa8aal,Pioneer,MB,Music - Brass,Music,14.4,8
2013,2013-mississippi-sound-spectacular,001j000000iwxa8aal,Pioneer,MA,Music - Analysis,Music,13.1,8
2013,2013-mississippi-sound-spectacular,001j000000iwxa8aal,Pioneer,MP,Music - Percussion,Music,13.5,8
2013,2013-mississippi-sound-spectacular,001j000000iwxadaa1,Spirit of Atlanta,GE1,General Effect 1,GE,16.1,4
2013,2013-mississippi-sound-spectacular,001j000000iwxadaa1,Spirit of Atlanta,GE2,General Effect 2,GE,16.2,4
2013,2013-mississippi-sound-spectacular,001j000000iwxadaa1,Spirit of Atlanta,VP,Visual Proficiency,Visual,16.3,4
2013,2013-mississippi-sound-spectacular,001j000000iwxadaa1,Spirit of Atlanta,VA,Visual Analysis,Visual,15.8,5
2013,2013-mississippi-sound-spectacular,001j000000iwxadaa1,Spirit of Atlanta,CG,Color Guard,Visual,15.6,5
2013,2013-mississippi-sound-spectacular,001j000000iwxadaa1,Spirit of Atlanta,MB,Music - Brass,Music,16.4,4
2013,2013-mississippi-sound-spectacular,001j000000iwxadaa1,Spirit of Atlanta,MA,Music - Analysis,Music,16.4,5
2013,2013-mississippi-sound-spectacular,001j000000iwxadaa1,Spirit of Atlanta,MP,Music - Percussion,Music,16.7,5
2013,2013-mississippi-sound-spectacular,001j000000iwxajaa1,Troopers,GE1,General Effect 1,GE,15.3,5
2013,2013-mississippi-sound-spectacular,001j000000iwxajaa1,Troopers,GE2,General Effect 2,GE,15.7,6
2013,2013-mississippi-sound-spectacular,001j000000iwxajaa1,Troopers,VP,Visual Proficiency,Visual,15.4,7
2013,2013-mississippi-sound-spectacular,001j000000iwxajaa1,Troopers,VA,Visual Analysis,Visual,14.5,7
2013,2013-mississippi-sound-spectacular,001j000000iwxajaa1,Troopers,CG,Color Guard,Visual,15.1,7
2013,2013-mississippi-sound-spectacular,001j000000iwxajaa1,Troopers,MB,Music - Brass,Music,15.6,6
2013,2013-mississippi-sound-spectacular,001j000000iwxajaa1,Troopers,MA,Music - Analysis,Music,15.4,6
2013,2013-mississippi-sound-spectacular,001j000000iwxajaa1,Troopers,MP,Music - Percussion,Music,15.8,6
2013,2013-music-on-the-march,001j000000i6lenaa3,Madison Scouts,GE1,General Effect 1,GE,16.2,1
2013,2013-music-on-the-march,001j000000i6lenaa3,Madison Scouts,GE2,General Effect 2,GE,16.1,1
2013,2013-music-on-the-march,001j000000i6lenaa3,Madison Scouts,VP,Visual Proficiency,Visual,16.2,1
2013,2013-music-on-the-march,001j000000i6lenaa3,Madison Scouts,VA,Visual Analysis,Visual,16.6,1
2013,2013-music-on-the-march,001j000000i6lenaa3,Madison Scouts,CG,Color Guard,Visual,16.4,2
2013,2013-music-on-the-march,001j000000i6lenaa3,Madison Scouts,MB,Music - Brass,Music,16.3,1
2013,2013-music-on-the-march,001j000000i6lenaa3,Madison Scouts,MA,Music - Analysis,Music,15.7,1
2013,2013-music-on-the-march,001j000000i6lenaa3,Madison Scouts,MP,Music - Percussion,Music,16.3,1
2013,2013-music-on-the-march,001j000000iwwsoaal,Blue Knights,GE1,General Effect 1,GE,15.7,2
2013,2013-music-on-the-march,001j000000iwwsoaal,Blue Knights,GE2,General Effect 2,GE,15.1,2
2013,2013-music-on-the-march,001j000000iwwsoaal,Blue Knights,VP,Visual Proficiency,Visual,16,2
2013,2013-music-on-the-march,001j000000iwwsoaal,Blue Knights,VA,Visual Analysis,Visual,15.6,2
2013,2013-music-on-the-march,001j000000iwwsoaal,Blue Knights,CG,Color Guard,Visual,16.8,1
2013,2013-music-on-the-march,001j000000iwwsoaal,Blue Knights,MB,Music - Brass,Music,15.7,2
2013,2013-music-on-the-march,001j000000iwwsoaal,Blue Knights,MA,Music - Analysis,Music,15.4,2
2013,2013-music-on-the-march,001j000000iwwsoaal,Blue Knights,MP,Music - Percussion,Music,16,2
2013,2013-music-on-the-march,001j000000iwx93aad,Seattle Cascades,GE1,General Effect 1,GE,12.4,5
2013,2013-music-on-the-march,001j000000iwx93aad,Seattle Cascades,GE2,General Effect 2,GE,13.4,5
2013,2013-music-on-the-march,001j000000iwx93aad,Seattle Cascades,VP,Visual Proficiency,Visual,12.9,6
2013,2013-music-on-the-march,001j000000iwx93aad,Seattle Cascades,VA,Visual Analysis,Visual,13.2,5
2013,2013-music-on-the-march,001j000000iwx93aad,Seattle Cascades,CG,Color Guard,Visual,11.9,6
2013,2013-music-on-the-march,001j000000iwx93aad,Seattle Cascades,MB,Music - Brass,Music,12.9,5
2013,2013-music-on-the-march,001j000000iwx93aad,Seattle Cascades,MA,Music - Analysis,Music,12.5,5
2013,2013-music-on-the-march,001j000000iwx93aad,Seattle Cascades,MP,Music - Percussion,Music,13.9,5
2013,2013-music-on-the-march,001j000000iwx97aad,Colt Cadets,GE1,General Effect 1,GE,13.9,2
2013,2013-music-on-the-march,001j000000iwx97aad,Colt Cadets,GE2,General Effect 2,GE,14.4,1
2013,2013-music-on-the-march,001j000000iwx97aad,Colt Cadets,VP,Visual Proficiency,Visual,14.3,2
2013,2013-music-on-the-march,001j000000iwx97aad,Colt Cadets,VA,Visual Analysis,Visual,14.9,2
2013,2013-music-on-the-march,001j000000iwx97aad,Colt Cadets,CG,Color Guard,Visual,14.5,1
2013,2013-music-on-the-march,001j000000iwx97aad,Colt Cadets,MB,Music - Brass,Music,14.3,2
2013,2013-music-on-the-march,001j000000iwx97aad,Colt Cadets,MA,Music - Analysis,Music,14,2
2013,2013-music-on-the-march,001j000000iwx97aad,Colt Cadets,MP,Music - Percussion,Music,12.8,2
2013,2013-music-on-the-march,001j000000iwx98aad,Colts,GE1,General Effect 1,GE,15.1,3
2013,2013-music-on-the-march,001j000000iwx98aad,Colts,GE2,General Effect 2,GE,14.7,3
2013,2013-music-on-the-march,001j000000iwx98aad,Colts,VP,Visual Proficiency,Visual,15.1,3
2013,2013-music-on-the-march,001j000000iwx98aad,Colts,VA,Visual Analysis,Visual,15.4,3
2013,2013-music-on-the-march,001j000000iwx98aad,Colts,CG,Color Guard,Visual,15.8,3
2013,2013-music-on-the-march,001j000000iwx98aad,Colts,MB,Music - Brass,Music,15.2,3
2013,2013-music-on-the-march,001j000000iwx98aad,Colts,MA,Music - Analysis,Music,14.6,3
2013,2013-music-on-the-march,001j000000iwx98aad,Colts,MP,Music - Percussion,Music,14.7,4
2013,2013-music-on-the-march,001j000000iwxa0aal,Legends,GE1,General Effect 1,GE,14.9,1
2013,2013-music-on-the-march,001j000000iwxa0aal,Legends,GE2,General Effect 2,GE,13.8,2
2013,2013-music-on-the-march,001j000000iwxa0aal,Legends,VP,Visual Proficiency,Visual,14.7,1
2013,2013-music-on-the-march,001j000000iwxa0aal,Legends,VA,Visual Analysis,Visual,15.5,1
2013,2013-music-on-the-march,001j000000iwxa0aal,Legends,CG,Color Guard,Visual,11,2
2013,2013-music-on-the-march,001j000000iwxa0aal,Legends,MB,Music - Brass,Music,14.9,1
2013,2013-music-on-the-march,001j000000iwxa0aal,Legends,MA,Music - Analysis,Music,14.8,1
